English	Polish
Suez Canal	Kanał Sueski
Suffix	Przyrostek
Sufism	Sufizm
Sugar	Cukier spożywczy
Suharto	Suharto
Sukarno	Sukarno
Sulawesi	Celebes
Sulfur	Siarka
Sulfur dioxide	Tlenek siarki(IV)
Sulfur mustard	Iperyt
Sulfuric acid	Kwas siarkowy(VI)
Sultan	Sułtan
Sumatra	Sumatra
Sumer	Sumer
Summer	Lato
Sumo	Sumo
Sun	Słońce
Sun	Kategoria:Słońce
Sun Yat-sen	Sun Jat-sen
Sunday	Niedziela
Sundial	Zegar słoneczny
Sunflower	Słonecznik zwyczajny
Sunni Islam	Sunnici
Sunspot	Plama słoneczna
Supercomputer	Superkomputer
Superconductivity	Nadprzewodnictwo
Superman	Superman
Supernova	Supernowa
Supreme Court of the United States	Sąd Najwyższy Stanów Zjednoczonych
Sura	Sura (Koran)
Surface tension	Napięcie powierzchniowe
Surgeon	Chirurgia
Surgery	Chirurgia
Surgery	Kategoria:Chirurgia
Suriname	Surinam
Suriname	Kategoria:Surinam
Surrealism	Surrealizm
Surrey	Surrey (Wielka Brytania)
Susan Sontag	Susan Sontag
Sushi	Sushi
Suva	Suva
Svalbard	Svalbard
Swallow	Jaskółkowate
Swan	Łabędź
Swastika	Swastyka
Swaziland	Suazi
Swaziland	Kategoria:Suazi
Sweden	Szwecja
Sweden	Kategoria:Szwecja
Swedish krona	Korona szwedzka
Sweet potato	Batat
Swimming	Pływanie
Swimming	Kategoria:Pływanie
Swiss franc	Frank szwajcarski
Swiss people	Kategoria:Szwajcarzy
Switzerland	Szwajcaria
Switzerland	Kategoria:Szwajcaria
Sword	Miecz
Sydney	Sydney
Syllable	Sylaba
Sylvia Plath	Sylvia Plath
Symbiosis	Symbioza
Symbol	Symbol
Symphony	Symfonia
Symptom	Objaw (medycyna)
Synagogue	Synagoga
Syndicate	Syndykat
Synesthesia	Synestezja
Synonym	Synonim
Syntax	Syntaktyka (językoznawstwo)
Synthesizer	Syntezator
Syphilis	Kiła
Syracuse	Syrakuzy
Syria	Syria
Syria	Kategoria:Syria
System	System
Systematics	Systematyka (biologia)
T	T
T. E. Lawrence	Thomas Edward Lawrence
T. S. Eliot	Thomas Stearns Eliot
Table (furniture)	Stół
Table tennis	Tenis stołowy
Taboo	Tabu
Tacitus	Publiusz Korneliusz Tacyt
Taekwondo	Taekwondo
Tagus	Tag (rzeka)
Tahiti	Tahiti
Tai chi chuan	Taijiquan
Tail	Ogon
Taipei	Tajpej
Taiwan	Kategoria:Tajwan
Taiwan	Tajwan (wyspa)
Taj Mahal	Tadź Mahal
Tajikistan	Tadżykistan
Tajikistan	Kategoria:Tadżykistan
Talc	Talk
Taliban	Talibowie
Tallahassee	Tallahassee (Floryda)
Tallinn	Tallinn
Talmud	Talmud
Tamil Nadu	Tamil Nadu
Tampa	Tampa (Floryda)
Tampere	Tampere
Tanakh	Tanach
Tang Dynasty	Dynastia Tang
Tangier	Tanger
Tango (dance)	Tango (taniec towarzyski)
Tank	Czołg
Tantalum	Tantal (pierwiastek)
Tantalus	Tantal (mitologia)
Tanzania	Tanzania
Tanzania	Kategoria:Tanzania
Taoism	Taoizm
Tapir	Tapiry
Tardigrade	Niesporczaki
Tarn	Tarn (departament)
Tarragon	Bylica estragon
Tartarus	Tartar
Tartu	Tartu
Tashkent	Taszkent
Tasman Sea	Morze Tasmana
Tasmania	Tasmania
Tasmanian Devil	Diabeł tasmański
Taste	Smak (fizjologia)
Tattoo	Tatuaż
Tau	Tau
Taurus (constellation)	Byk (gwiazdozbiór)
Tawny Owl	Puszczyk
Tax	Podatek
Taxation	Kategoria:Podatki
Taxicab	Taksówka
Taxon	Takson
Taxonomy	Taksonomia
Taxus baccata	Cis pospolity
Tbilisi	Tbilisi
Tea	Herbata
Tea	Kategoria:Herbaty
Teacher	Nauczyciel
Technetium	Technet
Techno	Techno
Technology	Technologia
Technology	Kategoria:Technologia
Tegucigalpa	Tegucigalpa
Tehran	Teheran
Tel Aviv	Tel Awiw-Jafa
Telecommunication	Telekomunikacja
Telegraphy	Telegraf
Telepathy	Telepatia
Telephone	Telefon
Telescope	Teleskop
Telescopium	Luneta (gwiazdozbiór)
Television	Telewizja
Television	Kategoria:Telewizja
Tellurium	Tellur
Temperature	Temperatura
Temple	Świątynia
Temple of Artemis	Świątynia Artemidy w Efezie
Ten Commandments	Dekalog
Tenerife	Teneryfa
Tennessee	Tennessee
Tennessee	Kategoria:Tennessee
Tennessee Williams	Tennessee Williams
Tennis	Tenis
Tennis	Kategoria:Tenis ziemny
Tenor	Tenor
Tenzing Norgay	Tenzing Norgay
Tequila	Tequila
Terbium	Terb
Termite	Termity
Terpsichore	Terpsychora
Terrestrial planet	Planeta skalista
Terrorism	Terroryzm
Terrorism	Kategoria:Terroryzm
Tertullian	Tertulian
Tesla (unit)	Tesla (jednostka)
Testicle	Jądro (anatomia)
Testosterone	Testosteron
Tetanus	Tężec
Tethys (moon)	Tetyda (księżyc)
Tethys (mythology)	Tetyda (Tytanida)
Tetrahedron	Czworościan
Tetrahydrocannabinol	Tetrahydrokannabinol
Tetrapod	Czworonogie
Texas	Teksas
Texas	Kategoria:Teksas
Textile	Tkanina
Thailand	Tajlandia
Thailand	Kategoria:Tajlandia
Thales	Tales z Miletu
Thalia	Talia (muza)
Thallium	Tal
Thanatos	Tanatos (mitologia)
Thanksgiving	Dzień Dziękczynienia
Thanksgiving (Canada)	Dzień Dziękczynienia
Thanksgiving (United States)	Dzień Dziękczynienia
Thanksgiving (disambiguation)	Dzień Dziękczynienia
The Gambia	Gambia
The Gambia	Kategoria:Gambia
The Hague	Haga
The Star-Spangled Banner	Hymn Stanów Zjednoczonych Ameryki
Theatre	Teatr
Theatre	Kategoria:Teatr
Thebe (moon)	Tebe (księżyc)
Thebes	Teby (Grecja)
Thebes	Teby (Egipt)
Theia	Thea (mitologia)
Themis	Temida (bogini)
Themistocles	Temistokles
Theocracy	Teokracja
Theodolite	Teodolit
Theodor Mommsen	Theodor Mommsen
Theodore Roosevelt	Theodore Roosevelt
Theodosius I	Teodozjusz I Wielki
Theology	Teologia
Theology	Kategoria:Teologia
Theorem	Twierdzenie
Theory	Teoria
Theory of relativity	Teoria względności
Theravada	Theravada
Thermodynamics	Termodynamika
Thermodynamics	Kategoria:Termodynamika
Thermometer	Termometr
Theseus	Tezeusz
Thessaloniki	Saloniki
Thessaly	Tesalia
Theta	Theta
Thetis	Tetyda (mitologia)
Thiamine	Witamina B1
Think tank	Think tank
Third Crusade	III wyprawa krzyżowa
Third World	Trzeci Świat
Thirty Years' War	Wojna trzydziestoletnia
Thomas Aquinas	Tomasz z Akwinu
Thomas Edison	Thomas Alva Edison
Thomas Hardy	Thomas Hardy
Thomas Hobbes	Thomas Hobbes
Thomas Jefferson	Thomas Jefferson
Thomas Malthus	Thomas Malthus
Thomas Mann	Thomas Mann
Thomas More	Thomas More
Thomas Paine	Thomas Paine
Thomas Young (scientist)	Thomas Young
Thor	Thor
Thorium	Tor (pierwiastek)
Thoth	Thot
Thought	Myślenie
Thrace	Tracja
Thucydides	Tukidydes
Thulium	Tul
Thumb	Kciuk
Thuringia	Turyngia
Thuringia	Kategoria:Turyngia
Thursday	Czwartek
Thylacine	Wilk workowaty
Thyme	Macierzanka tymianek
Thymine	Tymina
Thyroid	Tarczyca
Tianjin	Tiencin
Tiber	Tyber
Tiberius	Tyberiusz
Tibet	Tybet (region)
Tibet	Kategoria:Tybet
Ticino	Ticino
Tide	Pływy morskie
Tierra del Fuego	Ziemia Ognista (archipelag)
Tiger	Tygrys
Tigris	Tygrys (rzeka)
Tilia	Lipa (drzewo)
Timbuktu	Timbuktu
Time	Czas
Time	Kategoria:Czas
Time (magazine)	Time (tygodnik)
Time zone	Strefa czasowa
Timor	Timor
Timur	Timur
Tin	Cyna
Tirana	Tirana
Tissue (biology)	Tkanka
Tit (bird)	Sikorowate
Titan (disambiguation)	Tytan
Titan (moon)	Tytan (księżyc)
Titan (mythology)	Tytan (bóg)
Titania (moon)	Tytania (księżyc)
Titanic (disambiguation)	Titanic (ujednoznacznienie)
Titanium	Tytan (pierwiastek)
Titian	Tycjan
Titus	Tytus Flawiusz
Tivoli	Tivoli (Włochy)
Tobacco	Tytoń
Tocantins (state)	Tocantins (stan)
Tocopherol	Witamina E
Tofu	Tofu
Togo	Togo
Togo	Kategoria:Togo
Tokyo	Tokio
Toledo	Toledo (Hiszpania)
Toluene	Toluen
Tom Hanks	Tom Hanks
Tom and Jerry	Tom i Jerry
Tomato	Pomidor zwyczajny
Ton	Tona
Tonga	Tonga
Tonga	Kategoria:Tonga
Tongue	Język (anatomia)
Toni Morrison	Toni Morrison
Tonne	Tona
Tony Blair	Tony Blair
Tool	Narzędzie
Tooth	Ząb (stomatologia)
Toothbrush	Szczoteczka do zębów
Topaz	Topaz
Topeka	Topeka (Kansas)
Topology	Topologia
Topology	Kategoria:Topologia
Torah	Tora
Tornado	Tornado
Toronto	Toronto
Torpedo	Torpeda
Torque	Moment siły
Tortoise	Żółwie lądowe
Torture	Tortura
Torus	Torus (matematyka)
Totalitarianism	Totalitaryzm
Toulon	Tulon
Toulouse	Tuluza
Tour de France	Tour de France
Tourism	Turystyka
Tourism	Kategoria:Turystyka
Tours	Tours
Tower	Wieża
Tower of Babel	Wieża Babel
Tower of London	Tower of London
Town	Miasto
Toxicity	Trucizna
Toxicology	Toksykologia
Toy	Zabawka
Toyota	Toyota
Tractor	Ciągnik
Trade	Handel
Trade union	Związek zawodowy
Trademark	Znak handlowy
Tradition	Tradycja
Tragedy	Tragedia
Train	Pociąg
Train station	Dworzec kolejowy
Trajan	Trajan
Tram	Tramwaj
Transcendental number	Liczba przestępna
Transformer	Transformator
Transistor	Tranzystor
Transliteration	Transliteracja
Transmission Control Protocol	TCP
Transportation	Kategoria:Transport
Transsexualism	Transseksualizm
Transylvania	Siedmiogród
Trapezoid	Trapez
Treaty	Umowa międzynarodowa
Treaty of Versailles	Traktat wersalski
Tree	Drzewo
Trento	Trydent
Trenton	Trenton (New Jersey)
Triangle	Trójkąt
Triangulum	Trójkąt (gwiazdozbiór)
Triangulum Australe	Trójkąt Południowy
Triassic	Trias
Tributary	Dopływ
Triceratops	Triceratops
Trier	Trewir
Trigonometric function	Funkcje trygonometryczne
Trigonometry	Trygonometria
Trigonometry	Kategoria:Trygonometria
Trilobite	Trylobity
Trilogy	Trylogia
Trinidad	Trynidad
Trinidad and Tobago	Trynidad i Tobago
Trinidad and Tobago	Kategoria:Trynidad i Tobago
Trinitrotoluene	Trotyl
Trinity	Trójca Święta
Tripoli	Trypolis
Triskelion	Triskelion
Tritium	Tryt
Triton (moon)	Tryton (księżyc)
Triton (mythology)	Tryton (mitologia)
Triumphal arch	Łuk triumfalny
Trojan Horse	Koń trojański
Trojan War	Wojna trojańska
Trojan horse (computing)	Koń trojański (informatyka)
Troll	Troll
Troll (Internet)	Trollowanie
Trolleybus	Trolejbus
Trombone	Puzon
Trondheim	Trondheim
Tropics	Strefa międzyzwrotnikowa
Troposphere	Troposfera
Trotskyism	Trockizm
Troy	Troja
Truck	Samochód ciężarowy
Truman Doctrine	Doktryna Trumana
Trumpet	Trąbka
Truth	Prawda
Trygve Lie	Trygve Lie
Tryptophan	Tryptofan
Tsar	Car
Tsunami	Tsunami
Tuareg	Tuaregowie
Tuba	Tuba
Tuber (genus)	Trufla (grzyb)
Tuberculosis	Gruźlica
Tucana	Tukan (gwiazdozbiór)
Tucson	Tucson
Tuesday	Wtorek
Tulip	Tulipan
Tumor	Guz (medycyna)
Tundra	Tundra
Tungsten	Wolfram
Tunicate	Osłonice
Tunis	Tunis
Tunisia	Tunezja
Tunisia	Kategoria:Tunezja
Tunnel	Tunel (budownictwo)
Turbine	Turbina
Turin	Turyn
Turing machine	Maszyna Turinga
Turkey	Turcja
Turkey	Kategoria:Turcja
Turkmenistan	Turkmenistan
Turkmenistan	Kategoria:Turkmenistan
Turmeric	Ostryż długi
Turtle	Żółwie
Tuscany	Toskania
Tuvalu	Tuvalu
Tuvalu	Kategoria:Tuvalu
Tux	Tux
Tycho Brahe	Tycho Brahe
Typewriter	Maszyna do pisania
Typhon	Tyfon
Typography	Typografia
Typography	Kategoria:Typografia
Tyrannosaurus	Tyranozaur
Tyre	Tyr (miasto)
Tyrol (state)	Tyrol (kraj związkowy)
Tyrrhenian Sea	Morze Tyrreńskie
U	U
UNESCO	UNESCO
Ufa	Ufa (miasto)
Uganda	Uganda
Uganda	Kategoria:Uganda
Ukraine	Ukraina
Ukraine	Kategoria:Ukraina
Ulan Bator	Ułan Bator
Ulster	Ulster
Ultrasound	Ultradźwięki
Ultraviolet	Ultrafiolet
Ulysses S. Grant	Ulysses Grant
Umbrella	Parasol
Umbria	Umbria
Uncertainty principle	Zasada nieoznaczoności
Unemployment	Bezrobocie
Unicorn	Jednorożec
Unidentified flying object	UFO
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	Suma zbiorów
United Arab Emirates	Zjednoczone Emiraty Arabskie
United Arab Emirates	Kategoria:Zjednoczone Emiraty Arabskie
United Arab Republic	Zjednoczona Republika Arabska
United Kingdom	Wielka Brytania
United Kingdom	Kategoria:Wielka Brytania
United Nations	Organizacja Narodów Zjednoczonych
United Nations	Kategoria:Organizacja Narodów Zjednoczonych
United Nations Children's Fund	UNICEF
United States	Stany Zjednoczone
United States	Kategoria:Stany Zjednoczone
United States Air Force	United States Air Force
United States Congress	Kongres Stanów Zjednoczonych
United States Constitution	Konstytucja Stanów Zjednoczonych
United States House of Representatives	Izba Reprezentantów Stanów Zjednoczonych
United States Military Academy	West Point
United States Navy	United States Navy
United States Senate	Senat Stanów Zjednoczonych
United States Virgin Islands	Wyspy Dziewicze Stanów Zjednoczonych
United States dollar	Dolar amerykański
Universe	Wszechświat
University	Uniwersytet
University of Chicago	Uniwersytet Chicagowski
University of Pennsylvania	Uniwersytet Pensylwanii
Unix	Unix
Unix	Kategoria:Unix
Ununbium	Ununbium
Ununhexium	Ununhexium
Ununpentium	Ununpentium
Ununquadium	Ununquadium
Ununtrium	Ununtrium
Upanishad	Upaniszady
Uppsala	Uppsala
Upsilon	Ipsylon
Ur	Ur (miasto)
Uracil	Uracyl
Ural Mountains	Ural (góry)
Urania	Urania
Uranium	Uran (pierwiastek)
Uranus	Uran
Uranus	Kategoria:Uran
Uranus (mythology)	Uranos
Urdu	Język urdu
Urea	Mocznik
Urine	Mocz
Ursa Major	Wielka Niedźwiedzica
Ursa Minor	Mała Niedźwiedzica
Uruguay	Urugwaj
Uruguay	Kategoria:Urugwaj
Utah	Utah
Utah	Kategoria:Utah
Uterus	Macica
Utilitarianism	Utylitaryzm
Utopia	Utopia (termin)
Utrecht (city)	Utrecht
Utrecht (province)	Utrecht (prowincja)
Uttar Pradesh	Uttar Pradesh
Uzbekistan	Uzbekistan
Uzbekistan	Kategoria:Uzbekistan
Vaccine	Szczepionka
Vacuole	Wakuola
Vacuum	Próżnia
Vacuum tube	Lampa elektronowa
Vaduz	Vaduz
Vagina	Pochwa (anatomia)
Valence	Valence (Drôme)
Valence (chemistry)	Wartościowość
Valencia	Walencja
Valencia	Walencja (ujednoznacznienie)
Valentina Tereshkova	Walentina Tierieszkowa
Valentine's Day	Walentynki
Valhalla	Walhalla
Valkyrie	Walkirie
Valletta	Valletta
Valley	Dolina
Vampire	Wampir
Vanadium	Wanad
Vancouver	Vancouver (Kolumbia Brytyjska)
Vancouver Island	Vancouver (wyspa)
Vandalism	Wandalizm
Vanir	Wanowie
Vanuatu	Vanuatu
Vanuatu	Kategoria:Vanuatu
Var (department)	Var (departament)
Variance	Wariancja
Varna	Warna
Vascular plant	Rośliny naczyniowe
Vatican City	Watykan
Vatican City	Kategoria:Watykan
Vector (spatial)	Wektor
Vega	Wega
Vegetable	Warzywa
Vegetarianism	Wegetarianizm
Vein	Żyła
Vela (constellation)	Żagiel (gwiazdozbiór)
Velociraptor	Welociraptor
Velocity	Prędkość
Veneto	Wenecja Euganejska
Venezuela	Wenezuela
Venezuela	Kategoria:Wenezuela
Venice	Wenecja
Venus	Wenus
Venus (disambiguation)	Wenus (ujednoznacznienie)
Venus (mythology)	Wenus (bogini)
Verb	Czasownik
Vermont	Vermont
Vermont	Kategoria:Vermont
Verona	Werona
Versailles	Wersal
Vertebra	Kręg
Vertebral column	Kręgosłup
Vertebrate	Kręgowce
Vespasian	Wespazjan
Vesta (mythology)	Westa
Veto	Weto
Vice President of the United States	Wiceprezydenci Stanów Zjednoczonych
Vichy	Vichy
Victor Hugo	Victor Hugo
Victoria	Victoria (Seszele)
Victoria	Victoria (Kolumbia Brytyjska)
Victoria	Wiktoria
Victoria (Australia)	Wiktoria (stan Australii)
Victoria Falls	Wodospady Wiktorii
Video game	Gry komputerowe i wideo
Vienna	Wiedeń
Vienna	Kategoria:Wiedeń
Vienne	Vienne (departament)
Vientiane	Wientian
Vietnam	Wietnam
Vietnam	Kategoria:Wietnam
Vietnam War	Wojna wietnamska
Viking	Wikingowie
Vilfredo Pareto	Vilfredo Pareto
Village	Wieś
Vilnius	Wilno
Vincent van Gogh	Vincent van Gogh
Vincenzo Bellini	Vincenzo Bellini
Vinegar	Ocet
Viola	Altówka
Violence	Przemoc
Violin	Skrzypce
Virgil	Wergiliusz
Virgin Islands	Wyspy Dziewicze
Virginia	Wirginia
Virginia	Kategoria:Wirginia
Virginia Woolf	Virginia Woolf
Virginity	Dziewictwo
Virgo (constellation)	Panna (gwiazdozbiór)
Virtual memory	Pamięć wirtualna
Virtual reality	Rzeczywistość wirtualna
Virtue	Cnota
Virus	Wirusy
Viscosity	Lepkość
Vishnu	Wisznu
Vistula	Wisła
Vitamin	Witaminy
Vitamin A	Witamina A
Vitamin B6	Witamina B6
Vitamin D	Witamina D
Vitamin K	Witamina K
Vittorio De Sica	Vittorio De Sica
Vitus Bering	Vitus Bering
Vivien Leigh	Vivien Leigh
Vladimir Lenin	Włodzimierz Lenin
Vladimir Nabokov	Władimir Nabokow
Vladimir Putin	Władimir Putin
Vladivostok	Władywostok
Vocative case	Wołacz
Vodka	Wódka
Volans	Ryba Latająca (gwiazdozbiór)
Volcano	Wulkan
Volcanology	Kategoria:Wulkanizm
Volcanology	Wulkanologia
Volga River	Wołga
Volgograd	Wołgograd
Volleyball	Piłka siatkowa
Volleyball	Kategoria:Piłka siatkowa
Volt	Wolt
Voltage	Napięcie elektryczne
Voltaire	Voltaire
Volume	Objętość (matematyka)
Vomiting	Wymioty
Voodoo	Voodoo
Vowel	Samogłoska
Vulcan (mythology)	Wulkan (bóg)
Vulgate	Wulgata
Vulpecula	Lisek (gwiazdozbiór)
Vulva	Srom
W	W
W. Somerset Maugham	William Somerset Maugham
WYSIWYG	WYSIWYG
Wahhabism	Wahhabizm
Wake Island	Wake
Wales	Walia
Wales	Kategoria:Walia
Walnut	Orzech (roślina)
Walrus	Mors
Walt Disney	Walt Disney
Walt Whitman	Walt Whitman
Walter Gropius	Walter Gropius
Walter Scott	Walter Scott
War	Wojna
War	Kategoria:Wojny
War crime	Zbrodnie wojenne
War of the Spanish Succession	Wojna o sukcesję hiszpańską
Wars of the Roses	Wojna Dwóch Róż
Warsaw	Warszawa
Wart	Brodawka
Washing machine	Pralka
Washington	Waszyngton
Washington	Waszyngton (stan w USA)
Washington	Kategoria:Waszyngton (stan)
Washington (disambiguation)	Waszyngton (ujednoznacznienie)
Wassily Kandinsky	Wasilij Kandinskij
Waste	Odpady
Water	Woda
Water	Kategoria:Woda
Water polo	Piłka wodna
Waterfall	Wodospad
Watergate scandal	Afera Watergate
Watermelon	Kawon
Watt	Wat
Watt-hour	Kilowatogodzina
Wave	Fala
Wavelength	Długość fali
Wax	Woski
Weak interaction	Oddziaływanie słabe
Weapon	Broń
Weather	Pogoda
Web browser	Przeglądarka internetowa
Web page	Strona internetowa
Webcam	Kamera internetowa
Weber (unit)	Weber (jednostka)
Website	Serwis internetowy
Wednesday	Środa
Week	Tydzień
Weight	Ciężar
Weightlifting	Podnoszenie ciężarów
Weimar	Weimar
Weimar Republic	Republika Weimarska
Welding	Połączenia spawane
Wellington	Wellington (Nowa Zelandia)
Werewolf	Wilkołak
Wernher von Braun	Wernher von Braun
Weser River	Wezera
West	Zachód (kierunek)
West Africa	Afryka Zachodnia
West Bank	Zachodni Brzeg
West Bengal	Bengal Zachodni
West Berlin	Berlin Zachodni
West Sussex	West Sussex
West Virginia	Wirginia Zachodnia
West Virginia	Kategoria:Wirginia Zachodnia
Western Australia	Australia Zachodnia
Western Roman Empire	Cesarstwo zachodniorzymskie
Western Sahara	Sahara Zachodnia
Western Sahara	Kategoria:Sahara Zachodnia
Westminster Abbey	Opactwo Westminsterskie
Whale	Wieloryb
Wheat	Pszenica
Wheel	Koło (technika)
Whisky	Whisky
White House	Biały Dom
White Sea	Morze Białe
White blood cell	Leukocyt
White dwarf	Biały karzeł
Whitehorse	Whitehorse
Wicca	Wicca
Wide area network	Sieć rozległa
Wiesbaden	Wiesbaden
Wildcat	Żbik
Wilhelm Ostwald	Wilhelm Ostwald
Will (law)	Testament
William Blake	William Blake
William Butler Yeats	William Butler Yeats
William Faulkner	William Faulkner
William Gladstone	William Ewart Gladstone
William Golding	William Golding
William Harvey	William Harvey
William Henry Harrison	William Henry Harrison
William Herschel	William Herschel
William Howard Taft	William H. Taft
William I	Wilhelm I Hohenzollern
William II	Wilhelm II Hohenzollern
William James	William James
William McKinley	William McKinley
William Rowan Hamilton	William Rowan Hamilton
William Shakespeare	William Szekspir
William Shockley	William Shockley
William Wordsworth	William Wordsworth
William of Ockham	William Ockham
Willow	Wierzba
Willy Brandt	Willy Brandt
Wind instrument	Instrument dęty
Wind power	Energia wiatru
Windhoek	Windhuk
Windmill	Wiatrak
Window	Okno
Wine	Wino
Winnipeg	Winnipeg
Winston Churchill	Winston Churchill
Winter	Zima
Winter Olympic Games	Zimowe igrzyska olimpijskie
Winter Olympic Games	Kategoria:Zimowe igrzyska olimpijskie
Wisconsin	Wisconsin
Wisconsin	Kategoria:Wisconsin
Wolfgang Amadeus Mozart	Wolfgang Amadeusz Mozart
Wolfgang Pauli	Wolfgang Pauli
Woman	Kobieta
Wood	Drewno (technika)
Woodrow Wilson	Woodrow Wilson
Woodwind instrument	Instrument dęty drewniany
Woody Allen	Woody Allen
Worcestershire	Worcestershire
Word	Wyraz
Word processor	Procesor tekstu
World	Świat
World Bank	Bank Światowy
World Health Organization	Światowa Organizacja Zdrowia
World Meteorological Organization	Światowa Organizacja Meteorologiczna
World Trade Center	World Trade Center
World Trade Organization	Światowa Organizacja Handlu
World War I	I wojna światowa
World War I	Kategoria:I wojna światowa
World War II	II wojna światowa
World War II	Kategoria:II wojna światowa
World Wide Web	World Wide Web
World Wide Web	Kategoria:World Wide Web
Worm	Robaki
Wormhole	Tunel czasoprzestrzenny
Writer	Pisarz
Writing system	Pismo
Wuhan	Wuhan
Wyoming	Wyoming
Wyoming	Kategoria:Wyoming
X-ray	Promieniowanie rentgenowskie
Xenarthra	Szczerbaki
Xenon	Ksenon
Xenophanes	Ksenofanes
Xenophobia	Ksenofobia
Xenophon	Ksenofont
Xi	Ksi
Xinjiang	Sinkiang
Xylophone	Ksylofon
Y	Y
Yahweh	Jahwe
Yak	Jak
Yakuza	Yakuza
Yale University	Uniwersytet Yale'a
Yalta	Jałta
Yalta Conference	Konferencja jałtańska
Yangon	Rangun
Yangtze River	Jangcy
Yard	Jard
Yasser Arafat	Jaser Arafat
Year	Rok
Yeast	Drożdże
Yellow	Barwa żółta
Yellow River	Huang He
Yellow Sea	Morze Żółte
Yellowstone National Park	Park Narodowy Yellowstone
Yemen	Jemen
Yemen	Kategoria:Jemen
Yenisei River	Jenisej
Yerevan	Erywań
Yeti	Yeti
Yggdrasil	Yggdrasil
Yo-yo	Jojo (zabawka)
Yoga	Joga
Yoghurt	Jogurt
Yoko Ono	Yoko Ono
Yokohama	Jokohama
Yom Kippur	Jom Kippur
Yom Kippur War	Wojna Jom Kippur
York	York
Yosemite National Park	Park Narodowy Yosemite
Young's modulus	Moduł Younga
Ytterbium	Iterb
Yttrium	Itr
Yuan Dynasty	Dynastia Yuan
Yugoslavia	Jugosławia
Yugoslavia	Kategoria:Jugosławia
Yukon	Jukon (terytorium Kanady)
Yunnan	Junnan
Yuri Gagarin	Jurij Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagrzeb
Zambezi	Zambezi
Zambia	Zambia
Zambia	Kategoria:Zambia
Zanzibar	Zanzibar
Zaragoza	Saragossa
Zealand	Zelandia (wyspa)
Zen	Zen
Zenith	Zenit (astronomia)
Zeno (emperor)	Zenon Izauryjczyk
Zeno of Citium	Zenon z Kition
Zeno of Elea	Zenon z Elei
Zeta	Dzeta
Zeus	Zeus
Zeus (disambiguation)	Zeus
Ziggurat	Ziggurat
Zimbabwe	Zimbabwe
Zimbabwe	Kategoria:Zimbabwe
Zinc	Cynk
Zionism	Syjonizm
