Russian	English
Toyota Motor Corporation	Toyota
Трактор	Tractor
Торговля	Trade
Профессиональные союзы	Trade union
Торговая марка	Trademark
Традиция	Tradition
Трагедия	Tragedy
Поезд	Train
Железнодорожная станция	Train station
Траян	Trajan
Трамвай	Tram
Трансцендентное число	Transcendental number
Трансформатор	Transformer
Транзистор	Transistor
Транслитерация	Transliteration
TCP	Transmission Control Protocol
Категория:Транспорт	Transportation
Транссексуальность	Transsexualism
Трансильвания	Transylvania
Трапеция	Trapezoid
Конвенция	Treaty
Версальский мирный договор 1919	Treaty of Versailles
Дерево	Tree
Тренто	Trento
Трентон (Нью-Джерси)	Trenton
Треугольник	Triangle
Треугольник (созвездие)	Triangulum
Южный Треугольник (созвездие)	Triangulum Australe
Триасовый период	Triassic
Приток	Tributary
Трицератопс	Triceratops
Трир	Trier
Тригонометрические функции	Trigonometric function
Тригонометрия	Trigonometry
Категория:Тригонометрия	Trigonometry
Трилобиты	Trilobite
Трилогия	Trilogy
Тринидад (остров)	Trinidad
Тринидад и Тобаго	Trinidad and Tobago
Категория:Тринидад и Тобаго	Trinidad and Tobago
Тринитротолуол	Trinitrotoluene
Троица	Trinity
Триполи	Tripoli
Трискелион	Triskelion
Тритий	Tritium
Тритон (спутник)	Triton (moon)
Тритон (мифология)	Triton (mythology)
Триумфальная арка	Triumphal arch
Троянский конь	Trojan Horse
Троянская война	Trojan War
Троянские программы	Trojan horse (computing)
Тролль	Troll
Троллинг	Troll (Internet)
Троллейбус	Trolleybus
Тромбон	Trombone
Тронхейм	Trondheim
Тропик Козерога	Tropic of Capricorn
Тропики	Tropics
Тропосфера	Troposphere
Троцкизм	Trotskyism
Троя	Troy
Грузовой автомобиль	Truck
Доктрина Трумэна	Truman Doctrine
Труба	Trumpet
Истина	Truth
Ли, Трюгве Хальвдан	Trygve Lie
Триптофан	Tryptophan
Царь	Tsar
Цунами	Tsunami
Туареги	Tuareg
Туба	Tuba
Трюфель	Tuber (genus)
Туберкулёз	Tuberculosis
Тукан (созвездие)	Tucana
Тусон	Tucson
Вторник	Tuesday
Тюльпан	Tulip
Опухоль	Tumor
Тундра	Tundra
Вольфрам	Tungsten
Оболочники	Tunicate
Тунис (город)	Tunis
Тунис	Tunisia
Категория:Тунис	Tunisia
Тоннель	Tunnel
Турбина	Turbine
Турин	Turin
Машина Тьюринга	Turing machine
Турция	Turkey
Категория:Турция	Turkey
Туркмения	Turkmenistan
Категория:Туркмения	Turkmenistan
Черепахи	Turtle
Тоскана	Tuscany
Тувалу	Tuvalu
Категория:Тувалу	Tuvalu
Tux	Tux
Браге, Тихо	Tycho Brahe
Пишущая машинка	Typewriter
Тифон	Typhon
Типографика	Typography
Категория:Типографика	Typography
Тираннозавр	Tyrannosaurus
Тир (город)	Tyre
Тироль (земля)	Tyrol (state)
Тирренское море	Tyrrhenian Sea
U (латиница)	U
Организация Объединённых Наций по вопросам образования, науки и культуры	UNESCO
Уфа	Ufa
Уганда	Uganda
Категория:Уганда	Uganda
Украина	Ukraine
Категория:Украина	Ukraine
Улан-Батор	Ulan Bator
Ольстер	Ulster
Ультразвук	Ultrasound
Ультрафиолетовое излучение	Ultraviolet
Грант, Улисс	Ulysses S. Grant
Зонт	Umbrella
Умбрия	Umbria
Принцип неопределённости Гейзенберга	Uncertainty principle
Безработица	Unemployment
Единорог	Unicorn
Неопознанный летающий объект	Unidentified flying object
URL	Uniform Resource Locator
Объединение множеств	Union (set theory)
Объединённые Арабские Эмираты	United Arab Emirates
Категория:Объединённые Арабские Эмираты	United Arab Emirates
Объединённая Арабская Республика	United Arab Republic
Великобритания	United Kingdom
Категория:Великобритания	United Kingdom
Организация Объединённых Наций	United Nations
Категория:ООН	United Nations
Детский фонд ООН	United Nations Children's Fund
Соединённые Штаты Америки	United States
Категория:США	United States
Военно-воздушные силы США	United States Air Force
Конгресс США	United States Congress
Конституция США	United States Constitution
Палата представителей США	United States House of Representatives
Военная академия США	United States Military Academy
Военно-морские силы США	United States Navy
Сенат США	United States Senate
Американские Виргинские острова	United States Virgin Islands
Доллар США	United States dollar
Вселенная	Universe
Университет	University
Чикагский университет	University of Chicago
Пенсильванский университет	University of Pennsylvania
UNIX	Unix
Категория:UNIX	Unix
Унунбий	Ununbium
Унунгексий	Ununhexium
Унунпентий	Ununpentium
Унунквадий	Ununquadium
Унунтрий	Ununtrium
Упанишады	Upanishad
Уппсала	Uppsala
Ипсилон (буква)	Upsilon
Ур	Ur
Урацил	Uracil
Уральские горы	Ural Mountains
Урания (муза)	Urania
Уран (элемент)	Uranium
Уран (планета)	Uranus
Категория:Уран	Uranus
Уран (мифология)	Uranus (mythology)
Урду	Urdu
Мочевина	Urea
Моча	Urine
Большая Медведица (созвездие)	Ursa Major
Малая Медведица (созвездие)	Ursa Minor
Уругвай	Uruguay
Категория:Уругвай	Uruguay
Юта	Utah
Категория:Юта	Utah
Матка женщины	Uterus
Утилитаризм	Utilitarianism
Утопия	Utopia
Утрехт	Utrecht (city)
Утрехт (провинция)	Utrecht (province)
Уттар-Прадеш	Uttar Pradesh
Узбекистан	Uzbekistan
Категория:Узбекистан	Uzbekistan
V (латиница)	V
Вакцина	Vaccine
Вакуоль	Vacuole
Вакуум	Vacuum
Электронная лампа	Vacuum tube
Вадуц	Vaduz
Влагалище женщины	Vagina
Валанс	Valence
Валентность	Valence (chemistry)
Валенсия (город)	Valencia
Валенсия	Valencia
Терешкова, Валентина Владимировна	Valentina Tereshkova
День Святого Валентина	Valentine's Day
Вальхалла	Valhalla
Валькирия	Valkyrie
Валлетта	Valletta
Долина	Valley
Вампир	Vampire
Ванадий	Vanadium
Ванкувер	Vancouver
Ванкувер (остров)	Vancouver Island
Вандализм	Vandalism
Ваны	Vanir
Вануату	Vanuatu
Категория:Вануату	Vanuatu
Вар (департамент)	Var (department)
Дисперсия случайной величины	Variance
Варна	Varna
Сосудистые растения	Vascular plant
Ватикан	Vatican City
Категория:Ватикан	Vatican City
Вектор (геометрия)	Vector (spatial)
Вега	Vega
Овощи	Vegetable
Вегетарианство	Vegetarianism
Вена (анатомия)	Vein
Паруса (созвездие)	Vela (constellation)
Велоцираптор	Velociraptor
Скорость	Velocity
Венето	Veneto
Венесуэла	Venezuela
Категория:Венесуэла	Venezuela
Венеция	Venice
Венера (планета)	Venus
Венера	Venus (disambiguation)
Венера (мифология)	Venus (mythology)
Глагол	Verb
Вермонт	Vermont
Категория:Вермонт	Vermont
Верона	Verona
Версаль	Versailles
Позвоночник человека	Vertebra
Позвоночник	Vertebral column
Позвоночные	Vertebrate
Веспасиан	Vespasian
Веста (мифология)	Vesta (mythology)
Вето	Veto
Вице-президент США	Vice President of the United States
Виши	Vichy
Гюго, Виктор Мари	Victor Hugo
Виктория (Сейшельские острова)	Victoria
Виктория (Британская Колумбия)	Victoria
Виктория	Victoria
Виктория (Австралия)	Victoria (Australia)
Водопад Виктория	Victoria Falls
Видео	Video
Компьютерная игра	Video game
Вена	Vienna
Категория:Вена	Vienna
Вьенна (департамент)	Vienne
Вьентьян	Vientiane
Вьетнам	Vietnam
Категория:Вьетнам	Vietnam
Война во Вьетнаме	Vietnam War
Категория:Война во Вьетнаме	Vietnam War
Викинги	Viking
Парето, Вильфредо	Vilfredo Pareto
Деревня	Village
Вильнюс	Vilnius
Гог, Винсент ван	Vincent van Gogh
