Swedish	English
Yokohama	Yokohama
Jom kippur	Yom Kippur
Oktoberkriget	Yom Kippur War
York	York
Yosemite nationalpark	Yosemite National Park
Elasticitetsmodul	Young's modulus
Ytterbium	Ytterbium
Yttrium	Yttrium
Yuandynastin	Yuan Dynasty
Jugoslavien	Yugoslavia
Kategori:Jugoslavien	Yugoslavia
Yukon	Yukon
Yunnan	Yunnan
Jurij Gagarin	Yuri Gagarin
Z	Z
Zachary Taylor	Zachary Taylor
Zagreb	Zagreb
Zambesi	Zambezi
Zambia	Zambia
Kategori:Zambia	Zambia
Zanzibar	Zanzibar
Zaragoza	Zaragoza
Själland	Zealand
Sebror	Zebra
Zen	Zen
Zenit	Zenith
Zenon från Kition	Zeno of Citium
Zenon från Elea	Zeno of Elea
Zeta	Zeta
Zeus	Zeus
Zeus	Zeus (disambiguation)
Ziqqurat	Ziggurat
Zimbabwe	Zimbabwe
Kategori:Zimbabwe	Zimbabwe
Zink	Zinc
Sionism	Zionism
Zirkonium	Zirconium
Zodiaken	Zodiac
Zombie	Zombie
Djurpark	Zoo
Zoologi	Zoology
Kategori:Zoologi	Zoology
Zarathustra	Zoroaster
Zoroastrism	Zoroastrianism
Zulu	Zulu
