English	Thai
Ununtrium	อูนอูนเทรียม
Upsilon	อิปไซลอน
Uranium	ยูเรเนียม
Uranus	ดาวยูเรนัส
Urdu	ภาษาอูรดู
Ursa Major	กลุ่มดาวหมีใหญ่
Ursa Minor	กลุ่มดาวหมีเล็ก
Uruguay	ประเทศอุรุกวัย
Uruguay	หมวดหมู่:ประเทศอุรุกวัย
Utah	มลรัฐยูทาห์
Utah	หมวดหมู่:มลรัฐยูทาห์
Uttar Pradesh	รัฐอุตตรประเทศ
Uzbekistan	ประเทศอุซเบกิสถาน
V	V
Vaccine	วัคซีน
Vacuole	แวคิวโอล
Vacuum	สุญญากาศ
Vagina	ช่องคลอด
Valencia	บาเลนเซีย
Valencia	วาเลนเซีย (แก้ความกำกวม)
Valentina Tereshkova	วาเลนตีนา เตเรชโควา
Valentine's Day	วันวาเลนไทน์
Valkyrie	วาลคิรี
Vampire	แวมไพร์
Vanadium	วาเนเดียม
Vanuatu	ประเทศวานูอาตู
Vatican City	นครรัฐวาติกัน
Vegetable	ผัก
Vein	หลอดเลือดดำ
Vela (constellation)	กลุ่มดาวใบเรือ
Velociraptor	เวโลซีแรปเตอร์
Velocity	ความเร็ว
Venezuela	ประเทศเวเนซุเอลา
Venezuela	หมวดหมู่:ประเทศเวเนซุเอลา
Venice	เวนิส
Venus	ดาวศุกร์
Venus (mythology)	วีนัส (เทพปกรณัม)
Vermont	มลรัฐเวอร์มอนต์
Vermont	หมวดหมู่:มลรัฐเวอร์มอนต์
Vertebral column	กระดูกสันหลัง
Vertebrate	สัตว์มีกระดูกสันหลัง
Veto	การยับยั้ง
Vice President of the United States	รองประธานาธิบดีแห่งสหรัฐอเมริกา
Victoria	วิคตอเรีย
Victoria (Australia)	รัฐวิกตอเรีย
Victoria Falls	น้ำตกวิกตอเรีย
Video	วิดีโอ
Video game	เกมคอมพิวเตอร์และวิดีโอเกม
Vienna	เวียนนา
Vientiane	เวียงจันทน์
Vietnam	ประเทศเวียดนาม
Vietnam	หมวดหมู่:ประเทศเวียดนาม
Vietnam War	สงครามเวียดนาม
Viking	ไวกิง
Village	หมู่บ้าน
Vilnius	วิลนีอุส
Vincent van Gogh	ฟินเซนต์ ฟาน ก็อกฮ์
Viola	วิโอลา
Violin	ไวโอลิน
Virginia	มลรัฐเวอร์จิเนีย
Virginia	หมวดหมู่:มลรัฐเวอร์จิเนีย
Virgo (constellation)	กลุ่มดาวหญิงสาว
Virtual reality	ความเป็นจริงเสมือน
Virus	ไวรัส
Vishnu	พระวิษณุ
Vitamin	วิตามิน
Vitamin A	วิตามินเอ
Vitamin B6	วิตามินบี6
Vitamin C	วิตามินซี
Vitamin D	วิตามินดี
Vitus Bering	ไวทัส เบริ่ง
Vladimir Lenin	วลาดิมีร์ เลนิน
Vladimir Putin	วลาดิมีร์ ปูติน
Vodka	วอดก้า
Volans	กลุ่มดาวปลาบิน
Volcano	ภูเขาไฟ
Volga River	แม่น้ำโวลก้า
Volleyball	วอลเลย์บอล
Volleyball	หมวดหมู่:วอลเลย์บอล
Volt	โวลต์
Voltage	ความต่างศักย์
Voltaire	วอลแตร์
Voodoo	ลัทธิวูดู
Vowel	สระ (สัทศาสตร์)
Vulpecula	กลุ่มดาวหมาจิ้งจอก
Vulva	ช่องสังวาส
W	W
WYSIWYG	WYSIWYG
Wahhabism	วะฮาบีย์
Wake Island	เกาะเวก
Wales	เวลส์
Wales	หมวดหมู่:เวลส์
Walnut	วอลนัต
Walrus	วอลรัส
Walt Disney	วอลต์ ดิสนีย์
War	สงคราม
War	หมวดหมู่:สงคราม
War of the Spanish Succession	สงครามสืบราชบัลลังก์สเปน
Wars of the Roses	สงครามดอกกุหลาบ
Warsaw	วอร์ซอ
Washington	วอชิงตัน ดี.ซี.
Washington	มลรัฐวอชิงตัน
Washington	หมวดหมู่:มลรัฐวอชิงตัน
Washington (disambiguation)	วอชิงตัน
Waste	ขยะมูลฝอย
Water	น้ำ
Water	หมวดหมู่:น้ำ
Waterfall	น้ำตก
Watt	วัตต์
Wave	คลื่น
Wavelength	ความยาวคลื่น
Weapon	อาวุธ
Web browser	เว็บเบราว์เซอร์
Web page	เว็บเพจ
Webcam	เว็บแคม
Website	เว็บไซต์
Wednesday	วันพุธ
Week	สัปดาห์
Weight	น้ำหนัก
Weightlifting	ยกน้ำหนัก
Weimar Republic	สาธารณรัฐไวมาร์
Welding	การเชื่อมโลหะ
Werewolf	มนุษย์หมาป่า
West	ทิศตะวันตก
West Africa	แอฟริกาตะวันตก
West Bank	เวสต์แบงก์
West Bengal	รัฐเบงกอลตะวันตก
West Berlin	เบอร์ลินตะวันตก
West Germany	ประเทศเยอรมนีตะวันตก
West Virginia	มลรัฐเวสต์เวอร์จิเนีย
Western Sahara	เวสเทิร์นสะฮารา
Whale	วาฬ
Wheat	ข้าวสาลี
Wheel	ล้อ
Whisky	วิสกี้
White House	ทำเนียบขาว
White Sea	ทะเลขาว
White blood cell	เม็ดเลือดขาว
White dwarf	ดาวแคระขาว
Wide area network	แวน
William Herschel	วิลเลียม เฮอร์เชล
William II	สมเด็จพระจักรพรรดิวิลเฮล์มที่ 2 แห่งเยอรมนี
William Rowan Hamilton	วิลเลียม โรวัน แฮมิลตัน
William Shakespeare	วิลเลียม เชกสเปียร์
William Shockley	วิลเลียม ชอกลีย์
Wind power	พลังงานลม
Windhoek	วินด์ฮุก
Wine	ไวน์
Wine	หมวดหมู่:ไวน์
Winston Churchill	วินสตัน เชอร์ชิลล์
Winter	ฤดูหนาว
Winter Olympic Games	โอลิมปิกฤดูหนาว
Wisconsin	มลรัฐวิสคอนซิน
Wolfgang Amadeus Mozart	โวล์ฟกัง อะมาเดอุส โมซาร์ท
Wolfgang Pauli	โวล์ฟกัง เอิร์นสต์ เปาลี
Woman	ผู้หญิง
Wood	ไม้
Word	คำ
Word processor	โปรแกรมประมวลผลคำ
World Bank	ธนาคารโลก
World Health Organization	องค์การอนามัยโลก
World Trade Center	เวิลด์เทรดเซ็นเตอร์
World Trade Organization	องค์การการค้าโลก
World War I	สงครามโลกครั้งที่หนึ่ง
World War I	หมวดหมู่:สงครามโลกครั้งที่หนึ่ง
World War II	สงครามโลกครั้งที่สอง
World War II	หมวดหมู่:สงครามโลกครั้งที่สอง
World Wide Web	เวิลด์ไวด์เว็บ
World war	สงครามโลก
Writer	นักเขียน
Writing system	ระบบการเขียน
Wuhan	อู่ฮั่น
Wyoming	มลรัฐไวโอมิง
X	X
X-ray	รังสีเอกซ์
Xenarthra	Xenarthra
Xenon	ซีนอน
Xi	ไซ (อักษรกรีก)
Xinjiang	เขตปกครองตนเองซินเจียงอุยกูร์
Xylophone	ระนาด
Y	Y
Yak	จามรี
Yakuza	ยากูซ่า
Yale University	มหาวิทยาลัยเยล
Yangon	ย่างกุ้ง
Yangtze River	แม่น้ำแยงซี
Yard	หลา
Yasser Arafat	ยัสเซอร์ อาราฟัต
Year	ปี
Yeast	ยีสต์
Yellow	สีเหลือง
Yellow River	แม่น้ำฮวงโห
Yellow Sea	ทะเลเหลือง
Yellowstone National Park	อุทยานแห่งชาติเยลโลว์สโตน
Yemen	ประเทศเยเมน
Yerevan	เยเรวาน
Yeti	เยติ
Yoghurt	นมเปรี้ยว
Yoko Ono	โยโกะ โอโนะ
Yokohama	โยะโกะฮะมะ
Yosemite National Park	อุทยานแห่งชาติโยเซมิตี
Young's modulus	มอดุลัสของยัง
Ytterbium	อิตเทอร์เบียม
Yttrium	อิตเทรียม
Yuan Dynasty	ราชวงศ์หยวน
Yugoslavia	ยูโกสลาเวีย
Yunnan	มณฑลยูนนาน
Yuri Gagarin	ยูริ กาการิน
Z	Z
Zagreb	ซาเกร็บ
Zambia	ประเทศแซมเบีย
Zanzibar	แซนซิบาร์
Zaragoza	ซาราโกซา
Zebra	ม้าลาย
Zen	เซน
Zenith	จุดจอมฟ้า
Zeta	ซีตา
Zeus	ซุส
Ziggurat	ซิกกูแรต
Zimbabwe	ประเทศซิมบับเว
Zinc	สังกะสี
Zionism	ไซออนนิสม์
Zirconium	เซอร์โคเนียม
Zodiac	จักรราศี
Zombie	ซอมบี้
Zoo	สวนสัตว์
Zoology	สัตววิทยา
Zoology	หมวดหมู่:สัตววิทยา
Zoroaster	ซาราธุสตรา
Zoroastrianism	ศาสนาโซโรอัสเตอร์
