English	Ukrainian
Tryptophan	Триптофан
Tsar	Цар
Tsunami	Цунамі
Tuba	Туба
Tuber (genus)	Трюфель
Tuberculosis	Туберкульоз
Tucana	Тукан (сузір'я)
Tuesday	Вівторок
Tulip	Тюльпан
Tundra	Тундра
Tungsten	Вольфрам
Tunicate	Покривники
Tunis	Туніс (місто)
Tunisia	Туніс
Tunisia	Категорія:Туніс
Tunnel	Тунель
Turin	Турін
Turing machine	Машина Тюринга
Turkey	Туреччина
Turkey	Категорія:Туреччина
Turkmenistan	Туркменістан
Turkmenistan	Категорія:Туркменістан
Turtle	Черепахи
Tuscany	Тоскана
Tuvalu	Тувалу
Tux	Tux
Tycho Brahe	Браге Тихо
Typewriter	Друкарська машинка
Typhon	Тіфон
Typography	Типографія
Typography	Категорія:Типографія
Tyrannosaurus	Тиранозавр
Tyre	Тір
Tyrrhenian Sea	Тірренське море
U	U (латиниця)
UNESCO	ЮНЕСКО
Ufa	Уфа
Uganda	Уганда
Ukraine	Україна
Ukraine	Категорія:Україна
Ulan Bator	Улан-Батор
Ultrasound	Ультразвук
Ultraviolet	Випромінювання ультрафіолетове
Umbria	Умбрія
Uncertainty principle	Принцип невизначеності
Unemployment	Безробіття
Unicorn	Єдиноріг
Unidentified flying object	Неопізнаний літаючий об'єкт
Uniform Resource Locator	Уніфікований локатор ресурсів
Union (set theory)	Об'єднання множин
United Arab Emirates	Об'єднані Арабські Емірати
United Arab Emirates	Категорія:Об'єднані Арабські Емірати
United Arab Republic	Об'єднана Арабська Республіка
United Kingdom	Велика Британія
United Kingdom	Категорія:Великобританія
United Nations	Організація Об'єднаних Націй
United Nations	Категорія:ООН
United Nations Children's Fund	Дитячий фонд ООН
United States	Сполучені Штати Америки
United States	Категорія:США
United States Congress	Конгрес США
United States Constitution	Конституція США
United States House of Representatives	Палата представників США
United States Navy	Військово-морські сили США
United States Senate	Сенат США
United States Virgin Islands	Американські Віргінські острови
United States dollar	Долар США
Universe	Всесвіт
University	Університет
University of Chicago	Чиказький університет
Unix	UNIX
Unix	Категорія:Юнікс
Ununbium	Унунбій
Ununhexium	Унунгексій
Ununpentium	Унунпентій
Ununquadium	Унунквадій
Ununtrium	Унунтрій
Upanishad	Упанішади
Uppsala	Уппсала
Upsilon	Іпсилон (літера)
Ur	Ур
Uracil	Урацил
Ural Mountains	Урал
Urania	Уранія
Uranium	Уран (хімічний елемент)
Uranus	Уран (планета)
Uranus (mythology)	Уран (міфологія)
Urdu	Урду
Ursa Major	Велика Ведмедиця (сузір'я)
Ursa Minor	Мала Ведмедиця (сузір'я)
Uruguay	Уругвай
Uruguay	Категорія:Уругвай
Utah	Юта
Uterus	Матка
Utilitarianism	Утилітаризм
Utopia	Утопія
Utrecht (city)	Утрехт
Uzbekistan	Узбекистан
Uzbekistan	Категорія:Узбекистан
V	V (латиниця)
Vaccine	Вакцина
Vacuole	Вакуоля
Vacuum	Вакуум
Vaduz	Вадуц
Vagina	Піхва
Valence (chemistry)	Валентність
Valencia	Валенсія
Valentina Tereshkova	Терешкова Валентина Володимирівна
Valentine's Day	День святого Валентина
Valkyrie	Валькирія
Valletta	Валетта
Valley	Долина
Vampire	Вампір
Vanadium	Ванадій
Vancouver	Ванкувер
Vancouver Island	Ванкувер (острів)
Vanuatu	Вануату
Variance	Дисперсія випадкової величини
Varna	Варна (місто)
Vascular plant	Судинні рослини
Vatican City	Ватикан
Vatican City	Категорія:Ватикан
Vector (spatial)	Вектор
Vega	Вега
Vegetable	Овоч
Vegetarianism	Вегетаріанство
Vein	Вена (анатомія)
Vela (constellation)	Вітрила (сузір'я)
Velocity	Швидкість
Veneto	Венето
Venezuela	Венесуела
Venezuela	Категорія:Венесуела
Venice	Венеція
Venus	Венера (планета)
Venus (disambiguation)	Венера
Venus (mythology)	Венера (міфологія)
Verb	Дієслово
Vermont	Вермонт
Verona	Верона
Versailles	Версаль
Vertebra	Хребці
Vertebral column	Хребет
Vertebrate	Хребетні
Vesta (mythology)	Веста
Veto	Вето
Vice President of the United States	Віце-президент США
Victor Hugo	Гюго Віктор-Марі
Victoria	Вікторія (Сейшельські Острови)
Victoria	Вікторія (Британська Колумбія)
Victoria	Вікторія
Victoria (Australia)	Вікторія (штат)
Victoria Falls	Вікторія (водоспад)
Video	Відео
Video game	Комп'ютерні ігри
Vienna	Відень
Vienna	Категорія:Відень
Vietnam	В'єтнам
Vietnam	Категорія:В'єтнам
Vietnam War	Війна у В'єтнамі
Viking	Вікінги
Vilfredo Pareto	Парето Вільфредо
Village	Село
Vilnius	Вільнюс
Vincent van Gogh	Ван Гог Вінсент
Vincenzo Bellini	Белліні Вінченцо
Vinegar	Оцет
Viola	Альт (музичний інструмент)
Violin	Скрипка
Virgil	Вергілій Публій Марон
Virgin Islands	Віргінські острови
Virginia	Вірджинія
Virgo (constellation)	Діва (сузір'я)
Virtual reality	Віртуальна реальність
Virtue	Чеснота
Virus	Вірус
Viscosity	В'язкість
Vishnu	Вішну
Vistula	Вісла
Vitamin	Вітаміни
Vitamin A	Вітамін A
Vitamin B6	Піридоксин
Vitamin C	Вітамін C
Vitamin D	Вітамін D
Vittorio De Sica	Вітторіо де Сіка
Vitus Bering	Беринг Вітус Йонас
Vladimir Lenin	Ленін Володимир Ілліч
Vladimir Nabokov	Набоков Володимир Володимирович
Vladimir Putin	Путін Володимир Володимирович
Vladivostok	Владивосток
Vocative case	Кличний відмінок
Vodka	Горілка
Volans	Летюча Риба (сузір'я)
Volcano	Вулкан
Volcanology	Категорія:Вулканологія
Volcanology	Вулканологія
Volga River	Волга
Volgograd	Волгоград
Volleyball	Волейбол
Volt	Вольт
Voltage	Напруга
Voltaire	Вольтер
Volume	Об'єм
Vomiting	Блювання
Vowel	Голосний звук
Vulgate	Вульґата
Vulpecula	Лисичка (сузір'я)
W	W (латиниця)
W. Somerset Maugham	Моем Вільям Сомерсет
WYSIWYG	WYSIWYG
Wahhabism	Ваххабізм
Wake Island	Вейк (острів)
Wales	Уельс
Wales	Категорія:Уельс
Walnut	Горіх (дерево)
Walt Disney	Уолт Дісней
Walter Scott	Скотт Вальтер
War	Війна
War of the Spanish Succession	Війна за іспанську спадщину
Warsaw	Варшава
Wart	Бородавка
Washing machine	Пральна машина
Washington	Вашингтон (округ Колумбія)
Washington	Вашингтон (штат)
Washington (disambiguation)	Вашингтон
Waste	Відходи
Water	Вода
Water	Категорія:Вода
Waterfall	Водоспад
Watermelon	Кавун
Watt	Ват
Watt-hour	Ват-година
Wave	Хвиля
Wavelength	Довжина хвилі
Wax	Віск
Weak interaction	Слабка взаємодія
Weapon	Зброя
Weather	Погода
Web browser	Браузер
Web page	Веб-сторінка
Weber (unit)	Вебер (одиниця)
Website	Сайт
Wednesday	Середа
Week	Тиждень
Weight	Вага
Weimar	Веймар
Weimar Republic	Веймарська республіка
Welding	Зварювання
Wellington	Веллінгтон
Werewolf	Вовкулак
West	Захід
West Africa	Західна Африка
West Bank	Західний берег ріки Йордан
West Bengal	Західний Бенгал
West Virginia	Західна Вірджинія
Western Australia	Західна Австралія
Western Sahara	Західна Сахара
Westminster Abbey	Вестмінстерське абатство
Whale	Китоподібні
Wheat	Пшениця
Wheel	Колесо
Whisky	Віскі
White House	Білий дім
White Sea	Біле море
White blood cell	Лейкоцити
White dwarf	Білий карлик
Whitehorse	Вайтхорс
Wicca	Вікка
Wiesbaden	Вісбаден
Wildcat	Кіт лісовий
Will (law)	Спадковий договір
William Blake	Блейк Вільям
William Butler Yeats	Єйтс Вільям Батлер
William Faulkner	Фолкнер Вільям
William Harvey	Гарвей Вільям
William Herschel	Гершель Фрідріх Вільгельм
William I	Вільгельм I Гогенцоллерн
William II	Вільгельм II Гогенцоллерн
William Rowan Hamilton	Гамільтон Вільям Роуен
William Shakespeare	Шекспір Вільям
William Shockley	Шоклі Вільям Бредфорд
William Wordsworth	Вордсворт Вільям
William of Ockham	Вільям Оккам
Willow	Верба
Willy Brandt	Віллі Брандт
Wind power	Вітроенергетика
Windhoek	Віндгук
Windmill	Вітряк
Window	Вікно
Wine	Вино
Wine	Категорія:Вина
Winnipeg	Вінніпег (місто)
Winston Churchill	Черчилль Вінстон
Winter	Зима
Wisconsin	Вісконсин
Wolfgang Amadeus Mozart	Моцарт Вольфґанґ Амадей
Wolfgang Pauli	Паулі Вольфганг Ернст
Woman	Жінка
Wood	Деревина
